Product Name;Variations;Rating;Username;Date;Review;Untruthful Opinion Pelabel 1;Untruthful Opinion Pelabel 2;Untruthful Opinion Pelabel 3;Non-Reviews Pelabel 1;Non-Reviews Pelabel 2;Non-Reviews Pelabel 3;Review Length;Burstiness;Maximum Content Similarity;Label Final
READY STOCK - LAMEILA NUDE EDITION Lip Glaze Lipstik Cair Lip Gloss Cair Pelembab Bibir 1041;Variasi: 02# SUNSET;2;delisairawan86;2023-12-25;Pengiriman lama belum dicoba;1;1;1;1;1;1;1;0;1;Palsu
Cindynal Serum Bulu Mata dan Alis Eyelash Eyebrow Serum Penumbuh Bulu Mata Dan Menebalkan Alis Oilash;None;1;es5n90yson;2023-12-24;Isinya kaya sisa sisa yang nempel pinggir botol;0;0;0;0;0;0;1;0;0;Asli
[BPOM] CINDYNAL SMOOTH AND MOISTEN HAIR MASK Film No Steaming / Pelurus Rambut Tanpa Catok Masker Rambut Creambath Korea;Variasi: CINDYNAL HAIRMASK;1;hie8jv1l90;2023-12-25;Tidak sesuai iklan;0;0;0;1;0;1;1;0;1;Palsu
BPOM CINDYNAL Aloevera Gel 92% Pelembab Wajah Glowing / Peremajaan Kulit IMAGES Aloe Vera Soothing Gel;Variasi: IMAGES 220ML;2;iisfitriayu563;2023-12-30;Bagus banget;1;1;1;1;1;0;1;0;1;Palsu
TWG Vitamin Rambut Rontok Korean Perfect Hair Repair Serum Care Essential Oil 70 ML;Variasi: DENGAN BOX;1;jneyinesa;2023-12-27;Padhal pesan 3 lengkap tapi yg datang hanya 2 sampo nya kmna padhal udh chat juga supaya teliti sblm ngirim Kecewa ini tentang kejujuran dan ketelitian klo jualan emg mau untung jgn posting dpt 3;0;0;0;0;0;0;0;0;0;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 01 METTA LOVE;2;l*****k;2023-12-30;Alhamdulillah paketnya udh sampai, sayang sekali kurang wangi aja;0;0;0;0;0;0;0;0;0;Asli
[BPOM APPROVED] Pelurus Rambut Tanpa Catok Cindynal Hair Mask Smooth And Moisten Hair Film No Steaming / Masker Rambut Creambath Hair Mask;Variasi: CINDYNAL HAIRMASK;2;liskilumbantobing_88;2023-12-17;Biasa aja;1;0;1;1;1;1;1;0;1;Palsu
Salep Obat Kutil Paling Ampuh【EELHOE】Pen Wart Remover Penghilang TahiLalat dan Kutil Mata Ikan Antibakteri Untuk Pria Dan Wanita;Variasi: EELHOE TAHI LALAT;2;muh.husnil;2023-12-19;Gak sesuai pesanan kecewa;0;0;0;0;0;1;1;0;1;Asli
BISA COD TERMURAH Lameila BB Cream Foundation Korea Super Wearing Long Lasting 1001;Variasi: LML3802#02 LIGHTSKIN;1;nabiila_13;2023-12-29;Rusak isi nya belepotan;0;0;0;0;0;0;1;0;0;Asli
Collagen Eye Mask Masker Mata Panda 60 Lembar Menghilangkan Kerutan Hitam dan Kantong Mata AMPUH;Variasi: RAINBOW;2;ndulstore08;2023-12-23;Aaaa joz;1;1;1;1;1;1;1;0;0;Palsu
[BPOM] CINDYNAL Aloevera 92% Gel Murni Natural 220g Pelembab Wajah Aloe Vera Soothing & Moisture Gel;Variasi: CINDYNAL BPOM 220ML;1;oneupup;2023-12-24;Lama;0;0;0;1;1;1;1;0;1;Palsu
BISA COD Racun Tikus Mati Kering dan Tidak Bau - Mao Wang Racun Tikus Paling Ampuh Langsung Mati di Tempat;Variasi: 1 BUNGKUS;2;p*****n;2023-12-13;Agak kurang ampuuh;0;0;0;1;0;0;1;1;1;Palsu
Krim Penghilang Karat, Noda Gosong, Kerak Panci / Stainless Steel Cleaning Paste;None;2;p*****n;2023-12-13;Belum dicoba;1;1;1;1;0;1;1;1;1;Palsu
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 02 MINUET;1;p4ky_kb3sf;2023-12-30;Tidak sesuai warna;0;0;0;0;0;0;1;0;1;Asli
[ BISA COD ] Stiker Selamat Menikmati 1 Roll Isi 500 Pcs Ukuran 2,5 Cm Dan 3,5 Cm Sticker Thank You;Variasi: MENIKMATI 12,2.5 CM;2;panji_wisnu_aji8;2023-12-17;Penanganan lama + pengiriman lama;0;0;0;0;1;1;1;0;1;Palsu
Lameila 5059 Air Cushion Bb Moisturizing Cream;Variasi: 03 NATURAL;1;ridwanulfha;2023-12-19;Pesan bb moisturizing di kirim malah eyeshadow;0;0;0;0;0;0;1;0;0;Asli
SADOER Facial Cleanser Low pH Good Morning Face Wash / Sabun Cuci Muka Pembersih Wajah / Natural Beauty Brightening Gentle Skin Cleanser;Variasi: ALOE (MELEMBABKAN);1;rismawati_gemini;2023-12-25;Mengecewakan beli barang 2 yang sampe cuma 1;0;0;0;0;0;0;1;0;0;Asli
CINDYNAL Black Mask Charcoal Masker Arang Blackhead Anti Komedo Sadoer Black Mask;Variasi: CINDYNAL BLACK MASK;1;rosmely994;2023-12-28;Bagus;1;1;1;1;1;0;1;0;1;Palsu
BISA COD Mao Wang Pembasmi Hama Tikus - Racun Tikus Ampuh Maowang Mati Kering Tidak Bau - Pembasi Tikus Maowang Dijamin Ampuh Dan Original;Variasi: 1 BUNGKUS;2;susantosanto585;2023-12-15;Bagus;1;1;1;1;1;0;1;0;1;Palsu
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 05 TWEET YOUNG;1;syakhiraiskandar;2023-12-25;masa saya pesen 6 variasi tp yang ada cmn 3 mana teksturnya lengkett banget lagii, baunya kayak permen karet, pas dipake lengket banget di bibir, menurutku warnanya kurang keluar, pas di bibir susah banget nyerapnya, kalau udah kering bikin bibir kering jugaa, nyesel dehh pesen banyak banyak tp dpt zonk;0;0;0;0;0;0;1;0;0;Asli
[ COD ] Sadoer Foot Mask Masker Kaki Perawatan kaki Tumit Pecah dan Kering Pengelupas Kulit Mati Import;Variasi: MASKER KAKI LAVENDER;2;tya_artika01;2023-12-13;Gk sesuai pesanan;0;0;0;0;0;1;1;0;1;Asli
LAMEILA Concealer Cream Moisturizing Makeup Base 3075;Variasi: LM 3075 NATURAL;1;vitriazahra03;2023-12-28;Pelayanan tokonya tidak bagus,barang yg dipesan tidak sesuai yang datang😡;0;0;0;0;0;0;0;1;1;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 05 TWEET YOUNG;1;vuwfti3fkg;2023-12-29;Kurang bagus;1;0;0;1;1;1;1;0;1;Palsu
LAMEILA 2028 Matte Lipstick Liquid Korean Lipstik Lip Glaze Korean Lip Gloss Waterproof;Variasi: 03 SWEET BEAN;1;yessicayessica879;2023-12-23;Cocok tidak sesuai ekspetasi;1;0;1;1;1;1;1;0;1;Palsu
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 04 INSTA GLAM;2;zalfasyakira28;2023-12-17;Maaf kak saya memesan nya 2 tapi datangnya cuman 1;0;0;0;0;0;0;1;0;0;Asli
sepatu running pria adidas eqt21 run white strip black oren;Variasi: Hitam,41;5;109bgone;2023-03-03;Makasih bos barang nya tunggu pesanan selanjutnya;0;0;0;0;0;1;1;0;0;Asli
SALE TERMURAH !!! ADDS EQT21 RUN;Variasi: Black silver,41;4;5o4e255vzx;2023-08-14;sayangnya yang saya pesan yang pake line hitam tapi yang datang polos;0;0;0;0;0;0;0;0;0;Asli
SALE TERMURAH !!! ADDS EQT21 RUN;Variasi: Black white oren,44;5;61cbb;2023-09-24;Packingnya rapi, respon penjualnya cepat, barangnya sesuai dan bagus banget. Seller ramah, kurirnyapun juga ramah.....;0;0;0;0;0;0;0;0;0;Asli
Sepatu running pria original adidas duramo 10 black white strip white;Variasi: Hitam,38;5;8lcmshybiz;2023-05-22;bagus bgt;0;0;0;1;1;0;1;0;1;Palsu
sepatu running sneakers pria adds runfalcon;Variasi: Black white oren,41;5;Pengguna Shopee;2023-06-25;Bagusss;0;0;0;1;1;0;1;0;1;Palsu
Sepatu running pria original adidas racer tr21 full black silver Oren;Variasi: Hitam,40;5;a*****4;2023-01-30;terimakasih seller terimaksih shopee barang dah sampe;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers pria navy white oren;Variasi: Navy white,43;4;a*****7;2023-12-28;lumayan bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers wanita women style adidas running run Falcon 3.0;Variasi: White,42;5;a*****s;2023-04-08;Bagus. Tapi uk 42 kecil, jadi ngepass. Mungkin kalo 43 lebih enak dipakai;0;0;0;0;0;0;0;0;0;Asli
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,43;5;a13h1;2023-10-01;Barang sangat bagus dan baik lagi👍👍;0;0;0;1;0;0;1;0;1;Asli
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: White oren,40;4;abdullani998;2023-09-15;keren;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers sepatu running adidas run Falcon 3.0 black white strip white;Variasi: Black white,37;4;aciprilis;2023-05-26;Sesuai pesanan trimakasih ✨✨;0;0;0;1;1;0;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,41;4;adeliaputrieuis;2023-04-16;Mantepp dahh;0;0;0;1;1;1;1;0;0;Asli
Sale ramadhan !!! Sepatu running pria adidas galaxar bounce full black;Variasi: Black,43;5;adhityapr;2023-04-04;barang mantap;0;0;0;0;1;1;1;0;1;Palsu
promo ramadhan !!! sepatu sneakers running sepatu running pria adds duramo 10;Variasi: Grey six,43;5;aepprasetya;2023-09-08;Jangan ragu belanja di toko ini🤟👍;0;1;0;1;1;1;1;0;1;Palsu
sepatu running pria adidas eqt21 run solar red strip black;Variasi: Solar red,42;5;agusroj;2023-01-07;Pengiriman gercep, mantab lah;0;0;0;1;1;1;1;0;0;Asli
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,44;5;ahmadmsyffa;2023-04-17;Barang sampai dengan selamat tanpa ada cacat. Sesuai pesanan Terimakasih;0;0;0;0;0;0;0;0;1;Asli
sepatu running pria adidas eqt21 run full black;Variasi: Full black,42;3;ahmadnaufaal;2023-09-14;yaaa silahkan nilai sendiri;1;1;1;1;1;1;1;0;0;Palsu
promo ramadhan !!! sepatu sneakers running sepatu running pria adds duramo 10 grey six white oren;Variasi: Grey six,41;5;ahmadsyaifularifin765;2023-04-20;Seler ramah,, barang sesuai foto;0;0;0;1;0;0;1;0;0;Asli
sepatu sneakers running sepatu sekolah sepatu adidas run Falcon 3.0 full black;Variasi: Hitam,41;4;ai_solihat24;2023-07-24;Di deskripsinya ori tp pas datang barangnya keliatan kw nya lemnya di pinggir keliatan tidak rapih;0;0;0;0;0;0;0;0;0;Asli
sepatu running lari wanita Adds Falcon 3.0 new;Variasi: White blue,38;5;aira24727;2023-08-26;harga oke kualitas pun oke;0;0;0;0;0;0;1;0;0;Asli
sepatu running lari wanita Adds Falcon 3.0 new;Variasi: White multicolour,37;5;ajex212;2023-10-29;Keren;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white oren,41;5;albertoherbas91;2023-03-09;Semoga awet,;0;0;0;1;1;1;1;0;1;Palsu
SALE TERMURAH !!! ADDS EQT21 RUN;Variasi: Black silver,40;5;aldianalfaris;2023-08-30;Bagus!!!;0;0;0;1;1;0;1;0;1;Palsu
SALE TERMURAH !!! ADDS EQT21 RUN;Variasi: Grey oren,43;5;alfa22cell;2023-08-22;Paket sudah nyampe dengan aman pengiriman cepat kemasan profesional produk realpict sesuai pesanan bagus banget nyaman dipakai pas ukurannya ngga kecewa belanja ditoko ini seller amanah kurir sopan. Terima kasih seller mas kurir. SHOPEE memang mantuuuuuullll;0;0;0;0;0;0;0;0;1;Asli
promo ramadhan !!! sepatu sneakers running sepatu running pria adds duramo 10 grey six white oren;Variasi: Grey six,40;5;alfianaike;2023-04-26;Bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: Black white oren,40;5;alisa_qotrunnada11;2023-12-03;bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu pria sepatu running adds duramo 10 grey ocean oren;Variasi: Grey ocean,43;1;ambarsari116;2023-05-05;Burukkk, produk tidak ORI.. tp lokal;0;0;0;0;0;0;1;1;1;Palsu
sepatu running sneakers pria ad!das runfalcon navy blue;Variasi: Navy blue,42;5;ambarsari116;2023-01-21;Bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers running sepatu adds r4n Falcon white strip black;Variasi: White black,39;5;anasilviana26;2023-10-16;bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: Black white oren,41;2;andikoyos;2023-12-29;Tidak sesuai sama yg di pesan, yg di pesan ukuran 41, yg datang 41½;0;0;0;0;0;0;0;0;1;Asli
sepatu running sneakers pria adds runfalcon;Variasi: Black white silver,42;5;andisibuea102;2023-06-27;Sesuai dengan harga;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,41;5;anwarsport955;2023-03-10;Mantul;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,42;5;aqshamasjidil;2023-05-11;Barang oke punya , gak nyesel . Pelayanan baik banget cepat tepat , pengiriman cepat . good job;0;0;0;0;0;0;0;0;0;Asli
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,40;5;ariefcahbejhat;2023-04-16;Bagus, keren;0;0;0;1;1;0;1;0;0;Asli
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: White oren,41;5;asep_51066;2023-07-17;bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers pria adidas eqt21 run grey/oren;Variasi: Grey,40;5;asepnajwan;2023-11-05;sesuai;0;0;0;1;1;1;1;0;1;Palsu
Termurah !!! sepatu sneakers running wanita eqt21 run black peace;Variasi: Black peach,39;5;astri_noor_diana19;2023-08-14;Sesuai pesanan;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,42;5;auliarohman664;2023-09-13;bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,41;1;azwanakarya;2023-03-24;Kenapa jelek sekali, Ini sepatu bahannya jelek sekali Kecewa banget saya......;0;0;0;0;1;0;0;0;0;Asli
sepatu running sneakers pria sepatu adidas eqt21 run black white silver;Variasi: Black silver,42;5;b*****n;2023-10-11;Bagus dan murah;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: Black white oren,42;1;barbar942;2023-11-07;Kapok belanja ditoko ini;1;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers running Questar soft pink;Variasi: Soft pink,37;4;blacktafara;2023-09-01;Keren mantep,,, recomended;0;0;0;1;1;1;1;0;0;Asli
sepatu sneakers pria sepatu running pria eqt21 cold.rdy  run olive;Variasi: Olive,42;5;boboyboby;2023-09-12;Mantap;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white,44;4;brahamloram;2023-02-22;pengiriman cepat;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers pria cord.rdy black white strip white;Variasi: Black white,40;5;broment;2023-10-19;Ya semoga awet;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,40;3;choi_huda;2023-05-18;Barang lumayan lah;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers wanita women style adidas running run Falcon 3.0;Variasi: White,41;5;chyntia323;2023-04-01;Sukaa bgt sm sepatunya 😍 Tampilan bagus, dipakainya ringan banget banget, ga licin sm skali, yg pasti nyaman. Seneng sm seller nya yg super ramah, fast respon dan apa yg di tny dan di minta, dilayani baik bgt 😍 thanks seller ❤ Fyi : Sy biasa pakai insole 25.5 cm ini pakai sz 41 muat yaa.. Ukuran sepatunya pas mmg std kaki indo 💙💙 Oh yaa soal pengiriman nya jg gercep sat set bgt jempol lah utk toko ini 🥰;0;0;0;0;0;0;1;0;0;Asli
sepatu running sneakers pria sepatu adidas eqt21 run black white silver;Variasi: Black silver,40;4;ciciromansyah91;2023-10-30;tidak sesuai dg pesanan;0;1;0;0;1;1;1;0;1;Palsu
Sepatu running pria original adidas duramo 10 black white strip white;Variasi: Full black,43;5;d*****2;2023-08-17;sesuai;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers running sepatu adds r4n Falcon white strip black;Variasi: White black,42;5;d*****7;2023-07-17;Biar ⭐ yg berbicara✨;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers running wanita adidas run Falcon 3.0 white black;Variasi: White,37;5;d*****9;2023-02-23;Sepatunya sesuai pesanan dan sesuai gambar, ori made in indonesia, penjual baik banget fast respon chatnya,makasih;0;0;0;0;0;0;0;0;1;Asli
Sepatu running pria original adidas duramo 10 black white strip white;Variasi: Black black white,42;5;dafitramahendra;2023-07-05;Pesanan sesuai dan pengiriman nya cepat,;0;0;0;1;0;1;1;0;1;Palsu
sepatu running sneakers pria adds runfalcon;Variasi: Black white silver,41;5;dani1778;2023-07-01;bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,40;5;dapoernia;2023-03-18;Baguss sepatu nya packing rapih dus ga penyot.. Makasih ya;0;0;0;1;1;0;1;0;0;Asli
sepatu sneakers running sepatu adds r4n Falcon white strip black;Variasi: White black,43;5;deddyapri772;2023-09-14;bagus;0;0;0;1;1;0;1;0;1;Palsu
Termurah !!! adidas galaxar bounce navy white silver oren;Variasi: Navy,40;5;dhe_dhe85;2023-03-04;Oke;0;1;0;1;0;1;1;0;1;Palsu
sepatu running sneakers pria sepatu adidas eqt21 run black white silver;Variasi: Black silver,44;1;diallam;2023-11-26;Should send what we are order.its for businesses;0;0;0;0;0;0;1;0;0;Asli
sepatu adidas original racer tr21 white Oren sol gum;Variasi: Putih,41;5;disewakanbahuku;2023-01-10;Semoga awet;0;0;0;1;1;1;1;0;1;Palsu
promo ramadhan !!! sepatu sneakers running sepatu running pria adds duramo 10 grey six white oren;Variasi: Grey six,42;1;edihmurdani;2023-05-09;tidak puas dengan poto tali sepatu beda poko kurang bagus;0;0;0;0;0;0;1;0;0;Asli
big sale ramadhan promo !!! adidas Supernova bounce cream white blue;Variasi: Cream,40;4;edwieg;2023-02-26;Mantul;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria adds runfalcon;Variasi: Full black,40;5;egierentariq;2023-08-20;Mantap..makasih 👍;0;0;0;1;1;1;1;0;1;Palsu
SALE TERMURAH !!! ADIDAS EQT21 RUN BLACK WHITE STRIP SILVER;Variasi: Black silver,41;5;egimarvel88;2023-06-06;mantap Wkwk;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers pria adidas eqt21 run grey/oren;Variasi: Olive,43;5;ekamerta90;2023-09-02;oke;0;1;0;1;0;1;1;0;1;Palsu
Sepatu running pria original adidas duramo 10 black white strip white;Variasi: Hitam strip white,43;4;elfaz869;2023-07-13;bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: Grey silver yellow,42;5;endangsupriatna66;2023-12-28;Bagus barangnya...cuman ukuran yg 42 terlalu pas;0;0;0;0;0;0;1;0;0;Asli
sepatu sneakers pria sepatu pria adidas Beckenbauer white black;Variasi: White black,40;5;enitawati913;2023-12-20;ok sesuai pesanan;0;0;0;1;0;1;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,41;5;erfantopurwo;2023-05-19;mantab;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: Grey oren,41;5;erwansyah72;2023-10-24;Barangx oke...;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,41;4;exskaqwigj;2023-10-11;Bagus;0;0;0;1;1;0;1;0;1;Palsu
sepatu sneakers wanita women style adidas running run Falcon 3.0;Variasi: White,38;5;f*****o;2023-04-13;Barang sampai sesuai harapan makasih seller;0;0;0;0;0;1;1;0;0;Asli
adidas Supernova bounce Black white;Variasi: Hitam,41;4;fajar_acoy;2023-01-05;Kalitas lumayan,ada bagian yg kurang rapi tapi maklum dgn harga segitu,terimakasih utk pelayananya,,bagus semoga berkah,;0;0;0;0;0;0;0;0;1;Asli
sepatu running sneakers pria adds runfalcon;Variasi: Black white silver,41;4;fajriahrisma;2023-08-27;Semoga awet, aamiin;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white oren,42;5;faranzha;2023-04-25;mantap;0;0;0;1;1;1;1;0;1;Palsu
sepatu sneakers running sepatu sekolah Adidas run Falcon full black man/women;Variasi: Full black,42;3;fathurrachman1988;2023-05-05;respon penjual baik. fast respon Saya gak tau ini asli apa gak. Di diskripsi original 💯%,  untuk bicara kualitas silahkan nilai sendiri dr nonton videonya..;0;0;0;0;0;0;0;0;0;Asli
sepatu ad!das pria adidas eqt21 run;Variasi: Black oren,40;5;fendi.nici;2023-08-13;Bagus 👍;0;0;0;1;1;0;1;0;1;Palsu
SALE TERMURAH !!! ADIDAS EQT21 RUN BLACK WHITE STRIP SILVER;Variasi: Hitam,40;5;ferdiansyahrizky86;2023-03-14;Sesuai di foto;0;0;0;1;1;1;1;0;1;Palsu
SALE TERMURAH !!! ADIDAS GALAXAR bounce grey strip black oren;Variasi: GREY,44;5;fildzakamilahazzahra;2023-02-03;Kereen.. Respon seller baik sekali. Exprezzz pngirimannya.. Trimakasih seller. Sukses selalu utk usahanya...;0;0;0;1;1;1;0;0;0;Asli
sepatu sneakers pria pum4 Suede cream olive sol clear;Variasi: Cream black,42;5;fitriadifitriadi409;2023-08-31;Tali putih nya g sama dng di gambar;0;0;0;0;0;0;1;0;0;Asli
sepatu sneakers running sepatu adds r4n Falcon white strip black;Variasi: White,40;5;g*****o;2023-06-18;mantap;0;0;0;1;1;1;1;0;1;Palsu
sepatu running sneakers pria adds runfalcon;Variasi: Black white oren,41;4;geramadhan77;2023-07-27;sesuai pesanan;0;0;0;1;0;1;1;0;1;Palsu
sepatu running sneakers pria adds runfalcon;Variasi: Black white silver,43;5;ginanuraprilian;2023-06-08;Walaupun cek outnya barang yg lain, tapi ga kalah ok Admin langsung gercep kasih tau kalo stok kosong Pesen kemaren hari ini udah sampai rmh. Makasih ka..semoga laris terus usahanya..;0;0;0;0;0;0;0;0;0;Asli
sepatu running sneakers pria adds runfalcon;Variasi: Full black,42;5;giopanninoppa;2023-08-30;bagus sepatunya, ukuran pas, tidak kecawa beli disini, respon penjual jg baik, thx;0;0;0;0;0;0;0;0;0;Asli
sepatu sneakers running pria eqt21 run Blue white/Oren;Variasi: Blue,40;5;h*****0;2023-10-29;Cool and Funtastic;0;0;0;1;1;1;1;0;0;Asli
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,40;5;had1ard1an;2023-04-15;quality keren abis .cuakep poul wes taa lah;0;0;0;0;0;0;1;0;0;Asli
sepatu running sneakers pria adds runfalcon;Variasi: Full black,40;5;had1ard1an;2023-06-29;Repeat order dpt bonus kaos kaki .Alhamdulillah minus lemnya kurang rata dan rapi aja . smoga awet note :kurir orange namanya gk sebagus realita pengiriman tujuan sby bisa 4 hr kerja ..;0;0;0;0;0;0;0;0;0;Asli
Sale ramadhan !!! Sepatu running pria  full black silver;Variasi: Black silver,41;5;henienoer;2023-10-04;Alhamdulillah barang sudah sampai.... Sangat memuaskan... Terimakasih seller Terimakasih shopee;0;0;0;1;1;1;0;0;1;Asli
Sepatu running pria original adidas duramo 10 black white strip white;Variasi: Hitam strip white,40;4;heriyamun;2023-07-21;Tampilanya begitulah adanya;0;0;0;1;1;1;1;0;0;Asli
promo ramadhan !!! sepatu sneakers running sepatu running pria adds duramo 10;Variasi: Black white black,40;2;hudawahudi;2023-09-14;Tidak sesuai ekspektasi.... Sudah pengiriman lama...eh datengnya begini...☹️;0;0;0;0;0;1;0;0;0;Asli
Sepatu sneakers pria adids eqt21 run grey lemon tfr oren blue sol oren;Variasi: Grey lemon,40;5;hvsz_okb_1;2023-12-26;Asli Lurr...keren..ga ngadi-ngadi...sesuai ekspetasi sesuai deskripsi, semoga awet. Krn konsumen itu yg dilihat awal ...dr mata...berimajinasi mantasin kaki...lalu tertarik...👍👍;0;0;0;0;0;1;0;0;0;Asli
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Full black,40;5;ikbarrahmannurhakim;2023-05-08;Mantap sesuai pesanan;0;0;0;1;0;1;1;0;1;Palsu
