Product Name;Variations;Rating;Username;Date;Review;Untruthful Opinion Pelabel 1;Untruthful Opinion Pelabel 2;Untruthful Opinion Pelabel 3;Non-Reviews Pelabel 1;Non-Reviews Pelabel 2;Non-Reviews Pelabel 3;Review Length;Burstiness;Maximum Content Similarity;Label Final
Salep Obat Kutil Paling Ampuh【EELHOE】Pen Wart Remover Penghilang TahiLalat dan Kutil Mata Ikan Antibakteri Untuk Pria Dan Wanita;Variasi: EELHOE TAHI LALAT;2;muh.husnil;2023-12-19;Gak sesuai pesanan kecewa;0;0;0;0;0;1;1;0;1;Asli
BISA COD & 100% ORIGINAL - Pensil Alis Benang Hengsi Eyebrow Pencil Make Up Kosmetik Mata Hensi Korea Pencil Alis Tahan Air Dan Tahan Lama;Variasi: 12 LIGHT COFFE/BROWN;1;mvec96qbrc;2023-12-19;jelek di kasih yg patah;0;0;0;0;0;0;1;0;1;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 04 INSTA GLAM;1;mzfzv6hg3t;2023-12-28;Warnanya Tidak Cocok.... Tidak Se Bagus Yng Di Foto;0;0;0;0;0;0;1;0;0;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 05 TWEET YOUNG;2;n3im7whp2n;2023-12-27;Ga sesuai ekspetasi aku kan pesennya warna yang 05 tweet young tapi malah datangnya yang gada warnanya,,ga sesuai banget pokonyaa;0;0;0;0;0;0;0;0;0;Asli
BISA COD TERMURAH Lameila BB Cream Foundation Korea Super Wearing Long Lasting 1001;Variasi: LML3802#02 LIGHTSKIN;1;nabiila_13;2023-12-29;Rusak isi nya belepotan;0;0;0;0;0;0;1;0;0;Asli
Lameila 5046 Pressed Powder / Bedak Padat Kontrol Minyak Dan Tahan Lama;Variasi: 02 LIGHT SKIN;2;nadilla_prasisca08;2023-12-17;Beli yg warna pink malah dateng yang hijau dan sudah bulukan;0;0;0;0;0;0;0;0;0;Asli
Collagen Eye Mask Masker Mata Panda 60 Lembar Menghilangkan Kerutan Hitam dan Kantong Mata AMPUH;Variasi: RAINBOW;2;ndulstore08;2023-12-23;Aaaa joz;1;1;1;1;1;1;1;0;0;Palsu
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 04 INSTA GLAM;1;nunkycahayafazila;2023-12-29;Pesen yang mana datengnyaa warna apaa ga amanah bnget;0;0;0;0;0;0;1;0;0;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 04 INSTA GLAM;1;nyimasdwilestari;2023-12-20;Cuihhh bikinn kering bibir;0;0;0;1;0;0;1;0;0;Asli
[BPOM] CINDYNAL Aloevera 92% Gel Murni Natural 220g Pelembab Wajah Aloe Vera Soothing & Moisture Gel;Variasi: CINDYNAL BPOM 220ML;1;oneupup;2023-12-24;Lama;0;0;0;1;1;1;1;0;1;Palsu
BISA COD Racun Tikus Mati Kering dan Tidak Bau - Mao Wang Racun Tikus Paling Ampuh Langsung Mati di Tempat;Variasi: 1 BUNGKUS;2;p*****n;2023-12-13;Agak kurang ampuuh;0;0;0;1;0;0;1;1;1;Palsu
Krim Penghilang Karat, Noda Gosong, Kerak Panci / Stainless Steel Cleaning Paste;None;2;p*****n;2023-12-13;Belum dicoba;1;1;1;1;0;1;1;1;1;Palsu
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 02 MINUET;1;p4ky_kb3sf;2023-12-30;Tidak sesuai warna;0;0;0;0;0;0;1;0;1;Asli
[ BISA COD ] Stiker Selamat Menikmati 1 Roll Isi 500 Pcs Ukuran 2,5 Cm Dan 3,5 Cm Sticker Thank You;Variasi: MENIKMATI 12,2.5 CM;2;panji_wisnu_aji8;2023-12-17;Penanganan lama + pengiriman lama;0;0;0;0;1;1;1;0;1;Palsu
[PROMO MURAH] CINDYNAL Lip Balm Rosy Moisturizing Pelembab dan Pemerah Bibir Permanen Alami;Variasi: ROSY;1;puthrianisa;2023-12-30;Wah mini sekali;0;0;0;1;0;0;1;0;0;Asli
BISA COD - CINDYNAL Lip balm Rossy Lips Pemerah Bibir Alami untuk Pria dan Wanita;Variasi: ROSY LIPS;2;q_qhptv5ab;2023-12-16;Bau nya ngga enak;0;0;0;1;0;0;1;0;0;Asli
Lameila Lip Glaze / Lipstik Cair Kosmetik / Liptint Lipgloss 1044;Variasi: 03;2;qxdetcd7rt;2023-12-15;Warna nya ngga sesuai;0;0;0;0;0;0;1;0;0;Asli
LAMEILA 5129 Bedak Padat Waterproof 2 in 1 Makeup Pressed Setting Powder Make Up;Variasi: 02 LIGHT & NATURAL;2;r*****a;2023-12-25;Overall semua produk yang ku pesen bagus tapi kenapa satu produk ini doang yg salah yah... Bisa di lihat di video kalau barang yang datang tidak sesuai dengan yg di pesan... Jelas2 saya memesan bedak padat tpi yang datang malah eyeshadow! Saya sudah menguhubungi penjual tpi belum ada respon... Oh ya pengirimannya juga lama banget jdi pas Tau ad produk yg salah saya jadi kesal💢;0;0;0;0;0;0;1;0;1;Asli
NEW IMPORT 1 BOX ISI 6 PCS - HENGFANG/TANAKO SO SWEEET DREAM MATTE LIPSTICK KOREA /  Tanako Lipbalm;Variasi: 1 BOX ISI 6 PCS;1;r6y9tdh2pn;2023-12-22;Barang datang tidak sesuai ekspetasi yg difoto,di keterangan 1 kotak isi 6 pcs,pas datang dibuka cuma 4 pcs.lipstik nya pendek spt rokok.kalo liat diketerangan gmbr lipstik nya panjang.mana kotak nya kecil seukuran kotak rokok gudang garam..kalo liat komen yg lain isi pada 6 pcs kotak nya jg lumayan bsr.pas diantar sm kurir dlm ht jg bilang kok kotak nya kecil amat ya..masa lipstik isi 6 pcs packing nya kecil gitu.pas dibuka ternyata filling aq emang bnr ternyata bohong...kalo yg lain mau order disini pikir2 dulu,kecewa toko nya tdk amanah😥;0;0;0;0;0;0;1;0;0;Asli
(BISACOD) TWG Mud Mask Green Tea Clay Mask Masker Wajah Pore Clean Clay Mask -  120gr;Variasi: TWG MUD MASK;1;rejzaoiavt;2023-12-28;Sangat buruk;0;0;0;1;1;1;1;0;0;Asli
LAMEILA NUDE EDITION LIQUID LIPSTICK SILKY GLASS LIP GLAZE WATERPROOF 1041;Variasi: 06 CARAMEL;1;rennyren974;2023-12-23;Tampt lipstik Nye yang Mane di tawarin nyezyang datang itu teru model tempatlipstik Nye,,,tidak sesuai gambar Pengiriman Nye lammmmmmaaaaa;0;0;1;0;1;0;0;0;0;Asli
Lameila 5059 Air Cushion Bb Moisturizing Cream;Variasi: 03 NATURAL;1;ridwanulfha;2023-12-19;Pesan bb moisturizing di kirim malah eyeshadow;0;0;0;0;0;0;1;0;0;Asli
SADOER Facial Cleanser Low pH Good Morning Face Wash / Sabun Cuci Muka Pembersih Wajah / Natural Beauty Brightening Gentle Skin Cleanser;Variasi: ALOE (MELEMBABKAN);1;rismawati_gemini;2023-12-25;Mengecewakan beli barang 2 yang sampe cuma 1;0;0;0;0;0;0;1;0;0;Asli
CINDYNAL Black Mask Charcoal Masker Arang Blackhead Anti Komedo Sadoer Black Mask;Variasi: CINDYNAL BLACK MASK;1;rosmely994;2023-12-28;Bagus;1;1;1;1;1;0;1;0;1;Palsu
Behel Lepas Pasang 1 Set Original Bracket Amplop Orthodontic - Behel Gigi Bracket Amplop BRACKET AMPLOP MINI EDGEWISE - Bracket Gigi Behel;None;1;s*****1;2023-12-20;JANGAN MAU BELANJA DISINI.TOKO PENIPU.PESAN 200 PACK DIKIRIM 190 PACK.MAKAN TUH UANG HARAM.GAK BERKAT HIDUP LOE.;0;0;0;0;0;0;0;0;0;Asli
TERMURAH DI SHOPEE - NEW LAMEILA Liquid Concealer Full Cover Makeup Korean 1031;Variasi: 01 IVORY;1;sariani761;2023-12-23;maaf sebelumnya pesanan nya tidak sesuai... padahal aku pesan untuk consoler tapi itu Glitter;0;0;0;0;0;0;0;0;0;Asli
TERMURAH 12 WARNA Lameila Eyeshadow Palette IMPORT KOREA 1111;Variasi: LM 04# 12 WARNA;2;seggaseptiyani;2023-12-16;Pengirimannya lama banget dan barangnya sudah sampai malah yang satu rusak kaya gitu;0;0;0;0;0;0;0;0;1;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 05 TWEET YOUNG;2;sh3524;2023-12-31;sedikit kecewa krna yang dateng warnanya pucat pdhl saya pilih warna yang agak terang;0;0;0;0;0;0;0;0;0;Asli
Design Baru - Label Makanan Roll Sticker Thank You 500 PCS Import [ Batch 2];Variasi: A-315;1;sharonvaneshasumanti;2023-12-28;Barang tdk dikirim;0;0;0;0;0;0;1;0;1;Asli
Racun Tikus Mao Wang Original 100% Dijamin Ampuh - Maowang Import Pembasmi Hama Tikus;Variasi: 1 BUNGKUS;2;sidomulyo79;2023-12-20;Di gambar 2M, dateng2 yg dikirim yg biasa😔,;0;0;0;0;0;0;1;0;0;Asli
Perawatan Rambut Intensif 2 in1 Pengihitam Rambut Serum Dan Shampo Penghilang Uban Permanen Alami Dan Menutrisi Rambut;Variasi: 2IN1;1;simatupangsanti;2023-12-30;Pengiriman sudah sampai,sudah pakai tapi tidak ada hasil ,tidak ada perubahan,tidak menutupi uban;0;0;0;0;0;0;0;0;0;Asli
Lameila Candy Natural Orange Rouge Blush 6 Color Choose to 3042;Variasi: 03 ORANGE;2;sinditri08;2023-12-26;Kecewa banget sih Dateng patah kaya gitu🙂;0;0;0;0;0;0;1;0;0;Asli
[COD] LAMEILA Colour Geometry Face Stick Contour Duo Cocealer 109 Stick 1002;Variasi: 01 NATURAL;1;sitinasyaaisyah;2023-12-26;g sesuai;0;0;0;0;0;1;1;0;1;Asli
Kikir Kuku Kaca + Box / Pengkilat Kuku Instant Tanpa Ke Salon Glass Nail Polish File;Variasi: KIKIR KACA + BOX;1;sulthan_902;2023-12-26;Pesanan tidak terkirim;0;0;0;0;0;0;1;0;1;Asli
BISA COD Mao Wang Pembasmi Hama Tikus - Racun Tikus Ampuh Maowang Mati Kering Tidak Bau - Pembasi Tikus Maowang Dijamin Ampuh Dan Original;Variasi: 1 BUNGKUS;2;susantosanto585;2023-12-15;Bagus;1;1;1;1;1;0;1;0;1;Palsu
Ready Jkt - Pelebat Rambut Maycheer Pewarna Rambut Fiber Instant Concealer Penutup Uban Hair Shadow 3089;Variasi: 03 light coffe;1;suwartykomala;2023-12-29;Warnanya psn coklat cofee dikasih coklat muda...menyebalkan;0;0;0;0;0;0;0;0;0;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 05 TWEET YOUNG;1;syakhiraiskandar;2023-12-25;masa saya pesen 6 variasi tp yang ada cmn 3 mana teksturnya lengkett banget lagii, baunya kayak permen karet, pas dipake lengket banget di bibir, menurutku warnanya kurang keluar, pas di bibir susah banget nyerapnya, kalau udah kering bikin bibir kering jugaa, nyesel dehh pesen banyak banyak tp dpt zonk;0;0;0;0;0;0;1;0;0;Asli
PAKET BUNDLE! Shampo Herbal 500ml & BPOM CINDYNAL Ginger Essence Penumbuh Rambut Cepat Sampo Jahe Herbal Anti Botak Rontok;Variasi: Shampo Rambut Rontok;2;syakilaputri772;2023-12-21;"Produk nya belom di coba ori/bukan nya dan pengiriman nya sangat""lambat!kapok belanja di toko ini";1;1;1;1;1;1;0;0;0;Asli
Cindynal Serum Bulu Mata dan Alis Eyelash Eyebrow Serum Penumbuh Bulu Mata Dan Menebalkan Alis Oilash;None;2;t*****7;2023-12-16;"Hati hati ya temen"" soal ny di kemasan produk ini belum ada lebbel BPOM ny";0;0;0;0;0;0;0;0;0;Asli
[ COD ] Sadoer Foot Mask Masker Kaki Perawatan kaki Tumit Pecah dan Kering Pengelupas Kulit Mati Import;Variasi: MASKER KAKI LAVENDER;2;tya_artika01;2023-12-13;Gk sesuai pesanan;0;0;0;0;0;1;1;0;1;Asli
CINDYNAL Her Dragon Ranee Lip Gloss Moisturizing Lip Glow;Variasi: 06 GLITZY;2;utiyatono;2023-12-14;warna nya jlk gk sesuai ekspektasi 🙏;0;0;0;1;0;0;1;0;1;Asli
100% Original Dazzling White Pen- Pemutih Gigi Kuning Permanen - Pemutih Gigi Ampuh - Instant Whiten;Variasi: DAZZLING;1;vaqecrm4el;2023-12-27;Ngga sesuai jelek;0;0;0;0;0;1;1;0;1;Asli
BUBUK Racun Semut Merah Paling Ampuh / Obat Pembasmi Semut dan Serangga Mie Ji Qing Miejiqing;None;2;vb_1a_zb6h;2023-12-28;gk manjur;0;0;0;1;0;0;1;0;0;Asli
